2025-03-28 03:14:45,393 INFO    MainThread:2418 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /Users/liuyihao/Desktop/m2cw/wandb/run-20250328_031445-ph3aswk2/logs/debug.log
2025-03-28 03:14:45,394 INFO    MainThread:2418 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /Users/liuyihao/Desktop/m2cw/wandb/run-20250328_031445-ph3aswk2/logs/debug-internal.log
2025-03-28 03:14:45,395 INFO    MainThread:2418 [wandb_init.py:monkeypatch_ipython():599] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x545631130>
2025-03-28 03:14:45,395 INFO    MainThread:2418 [wandb_init.py:init():761] calling init triggers
2025-03-28 03:14:45,395 INFO    MainThread:2418 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-03-28 03:14:45,395 INFO    MainThread:2418 [wandb_init.py:init():773] finishing previous run: ah6y0hmg
2025-03-28 03:14:45,395 INFO    MainThread:2418 [wandb_run.py:_finish():2112] finishing run liuyihao649-university-of-cambridge/qwen-eval/ah6y0hmg
2025-03-28 03:14:45,396 INFO    MainThread:2418 [wandb_run.py:_atexit_cleanup():2340] got exitcode: 0
2025-03-28 03:14:45,396 INFO    MainThread:2418 [wandb_run.py:_restore():2322] restore
2025-03-28 03:14:45,398 INFO    MainThread:2418 [wandb_run.py:_restore():2328] restore done
2025-03-28 03:14:46,289 INFO    MainThread:2418 [wandb_run.py:_footer_history_summary_info():3956] rendering history
2025-03-28 03:14:46,290 INFO    MainThread:2418 [wandb_run.py:_footer_history_summary_info():3988] rendering summary
2025-03-28 03:14:46,292 INFO    MainThread:2418 [wandb_run.py:_footer_sync_info():3917] logging synced files
2025-03-28 03:14:46,297 INFO    MainThread:2418 [wandb_init.py:init():784] starting backend
2025-03-28 03:14:46,297 INFO    MainThread:2418 [wandb_init.py:init():788] sending inform_init request
2025-03-28 03:14:46,303 INFO    MainThread:2418 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2025-03-28 03:14:46,303 INFO    MainThread:2418 [wandb_init.py:init():798] backend started and connected
2025-03-28 03:14:46,405 INFO    MainThread:2418 [wandb_run.py:_label_probe_notebook():1204] probe notebook
2025-03-28 03:14:46,462 INFO    MainThread:2418 [wandb_init.py:init():891] updated telemetry
2025-03-28 03:14:46,541 INFO    MainThread:2418 [wandb_init.py:init():915] communicating run to backend with 90.0 second timeout
2025-03-28 03:14:46,825 INFO    MainThread:2418 [wandb_init.py:init():990] starting run threads in backend
2025-03-28 03:14:46,907 INFO    MainThread:2418 [wandb_run.py:_console_start():2375] atexit reg
2025-03-28 03:14:46,907 INFO    MainThread:2418 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-28 03:14:46,907 INFO    MainThread:2418 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-28 03:14:46,908 INFO    MainThread:2418 [wandb_run.py:_redirect():2315] Redirects installed.
2025-03-28 03:14:46,908 INFO    MainThread:2418 [wandb_init.py:init():1032] run started, returning control to user process
2025-03-28 03:14:46,909 INFO    MainThread:2418 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-28 03:14:46,909 INFO    MainThread:2418 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-28 03:14:52,803 INFO    MainThread:2418 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-28 03:14:52,804 INFO    MainThread:2418 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-28 03:14:52,804 INFO    MainThread:2418 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-28 03:15:20,786 INFO    MainThread:2418 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-28 03:15:20,790 INFO    MainThread:2418 [jupyter.py:save_ipynb():386] not saving jupyter notebook
