2025-04-05 03:17:36,508 INFO    MainThread:10926 [wandb_setup.py:_flush():67] Current SDK version is 0.19.8
2025-04-05 03:17:36,509 INFO    MainThread:10926 [wandb_setup.py:_flush():67] Configure stats pid to 10926
2025-04-05 03:17:36,509 INFO    MainThread:10926 [wandb_setup.py:_flush():67] Loading settings from /Users/liuyihao/.config/wandb/settings
2025-04-05 03:17:36,509 INFO    MainThread:10926 [wandb_setup.py:_flush():67] Loading settings from /Users/liuyihao/Desktop/m2cw/wandb/settings
2025-04-05 03:17:36,509 INFO    MainThread:10926 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-04-05 03:17:36,509 INFO    MainThread:10926 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /Users/liuyihao/Desktop/m2cw/wandb/run-20250405_031736-o32q33ht/logs/debug.log
2025-04-05 03:17:36,509 INFO    MainThread:10926 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /Users/liuyihao/Desktop/m2cw/wandb/run-20250405_031736-o32q33ht/logs/debug-internal.log
2025-04-05 03:17:36,509 INFO    MainThread:10926 [wandb_init.py:monkeypatch_ipython():599] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x3221af2f0>
2025-04-05 03:17:36,510 INFO    MainThread:10926 [wandb_init.py:init():761] calling init triggers
2025-04-05 03:17:36,510 INFO    MainThread:10926 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-04-05 03:17:36,510 INFO    MainThread:10926 [wandb_init.py:init():784] starting backend
2025-04-05 03:17:36,510 INFO    MainThread:10926 [wandb_init.py:init():788] sending inform_init request
2025-04-05 03:17:36,544 INFO    MainThread:10926 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2025-04-05 03:17:36,544 INFO    MainThread:10926 [wandb_init.py:init():798] backend started and connected
2025-04-05 03:17:36,547 INFO    MainThread:10926 [wandb_run.py:_label_probe_notebook():1204] probe notebook
2025-04-05 03:17:36,548 INFO    MainThread:10926 [wandb_init.py:init():891] updated telemetry
2025-04-05 03:17:36,574 INFO    MainThread:10926 [wandb_init.py:init():915] communicating run to backend with 90.0 second timeout
2025-04-05 03:17:36,860 INFO    MainThread:10926 [wandb_init.py:init():990] starting run threads in backend
2025-04-05 03:17:36,913 INFO    MainThread:10926 [wandb_run.py:_console_start():2375] atexit reg
2025-04-05 03:17:36,913 INFO    MainThread:10926 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-04-05 03:17:36,913 INFO    MainThread:10926 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-04-05 03:17:36,913 INFO    MainThread:10926 [wandb_run.py:_redirect():2315] Redirects installed.
2025-04-05 03:17:36,914 INFO    MainThread:10926 [wandb_init.py:init():1032] run started, returning control to user process
2025-04-05 03:18:11,143 INFO    MainThread:10926 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-04-05 03:18:11,143 INFO    MainThread:10926 [wandb_init.py:_pause_backend():564] pausing backend
2025-04-05 03:18:11,154 INFO    MainThread:10926 [wandb_init.py:_resume_backend():569] resuming backend
2025-04-05 03:18:11,157 INFO    MainThread:10926 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-04-05 03:18:11,157 INFO    MainThread:10926 [wandb_init.py:_pause_backend():564] pausing backend
2025-04-05 03:18:11,162 INFO    MainThread:10926 [wandb_init.py:_resume_backend():569] resuming backend
2025-04-05 03:18:11,162 INFO    MainThread:10926 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-04-05 03:18:11,163 INFO    MainThread:10926 [wandb_init.py:_pause_backend():564] pausing backend
2025-04-05 03:18:11,165 INFO    MainThread:10926 [wandb_init.py:_resume_backend():569] resuming backend
2025-04-05 03:18:11,240 INFO    MainThread:10926 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-04-05 03:18:11,240 INFO    MainThread:10926 [wandb_init.py:_pause_backend():564] pausing backend
2025-04-05 03:25:58,080 INFO    MainThread:10926 [wandb_init.py:_resume_backend():569] resuming backend
2025-04-05 03:26:00,211 INFO    MainThread:10926 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-04-05 03:26:00,211 INFO    MainThread:10926 [wandb_init.py:_pause_backend():564] pausing backend
2025-04-05 03:26:05,965 INFO    MainThread:10926 [wandb_init.py:_resume_backend():569] resuming backend
2025-04-05 03:26:06,840 INFO    MainThread:10926 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-04-05 03:26:06,840 INFO    MainThread:10926 [wandb_init.py:_pause_backend():564] pausing backend
2025-04-05 03:26:06,845 INFO    MainThread:10926 [wandb_init.py:_resume_backend():569] resuming backend
2025-04-05 03:26:07,769 INFO    MainThread:10926 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-04-05 03:26:07,769 INFO    MainThread:10926 [wandb_init.py:_pause_backend():564] pausing backend
2025-04-05 03:26:07,796 INFO    MainThread:10926 [wandb_init.py:_resume_backend():569] resuming backend
2025-04-05 03:26:07,807 INFO    MainThread:10926 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /Users/liuyihao/Desktop/m2cw/wandb/run-20250405_032607-q9abzwx0/logs/debug.log
2025-04-05 03:26:07,807 INFO    MainThread:10926 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /Users/liuyihao/Desktop/m2cw/wandb/run-20250405_032607-q9abzwx0/logs/debug-internal.log
